Code,Long_Code,Topic
WB_2298,WB_2298_OIL_AND_GAS_REFINERIES,Oil and Gas Refineries
WB_2300,WB_2300_EXPLORATORY_DRILLING,Exploratory Drilling
WB_2301,WB_2301_PRODUCTION_WELLS,Production Wells
WB_2302,WB_2302_ONSHORE_OIL_AND_GAS_PRODUCTION,Onshore Oil and Gas Production
WB_2303,WB_2303_FRACKING,Fracking
WB_2304,WB_2304_OFFSHORE_OIL_AND_GAS_PRODUCTION,Offshore Oil and Gas Production
WB_2305,WB_2305_SECTOR_SOCIAL_AND_ENVIRONMENTAL_ASSESSMENT,Sector Social and Environmental Assessment
WB_2306,WB_2306_ENVIRONMENTAL_IMPACT_ASSESSMENT,Environmental Impact Assessment
WB_2307,WB_2307_ENVIRONMENTAL_MANAGEMENT_AND_MITIGATION_PLANS,Environmental Management and Mitigation Plans
WB_2308,WB_2308_MINE_CLOSURE_REGULATION,Mine Closure Regulation
WB_2309,WB_2309_MINE_CLOSURE_FUNDING_ASSURANCE,Mine Closure Funding Assurance
WB_2313,WB_2313_ARTISANAL_AND_SMALL-SCALE_MINING_SECURITY_OF_TENURE,Artisanal and Small-Scale Mining Security of Tenure
WB_2314,WB_2314_ARTISANAL_AND_SMALL-SCALE_MINING_COMMUNITIES,Artisanal and Small-Scale Mining Communities
WB_2315,WB_2315_STATE_MINING_ENTERPRISES,State Mining Enterprises
WB_2316,WB_2316_CONFLICT_MINERALS,Conflict Minerals
WB_2317,WB_2317_CONFLICT_MINERALS_SUPPLY_CHAIN_INTEGRITY,Conflict Minerals Supply Chain Integrity
WB_2318,WB_2318_CONFLICT_MINERALS_CERTIFICATION,Conflict Minerals Certification
WB_2319,WB_2319_MINING_INSTITUTIONAL_FRAMEWORKS,Mining Institutional Frameworks
WB_2320,WB_2320_MINING_CAPACITY_BUILDING,Mining Capacity Building
WB_2323,WB_2323_MINING_REGULATION,Mining Regulation
WB_2324,WB_2324_MINING_LICENSING_AND_REGISTRATION,Mining Licensing and Registration
WB_2325,WB_2325_MINING_TECHNICAL_TRAINING,Mining Technical Training
WB_2326,WB_2326_MINING_HEALTH_AND_SAFETY,Mining Health and Safety
WB_2328,WB_2328_REGIONAL_GEOLOGICAL_MAPPING,Regional Geological Mapping
WB_2329,WB_2329_ACCESS_AND_CONNECTIVITY,Access and Connectivity
WB_2330,WB_2330_FIXED_LOCAL_ACCESS,Fixed Local Access
WB_2331,WB_2331_MOBILE_LOCAL_ACCESS,Mobile Local Access
WB_2332,WB_2332_BACKBONE_TELECOMMUNICATIONS_INFRASTRUCTURE_DEVELOPMENT,Backbone Telecommunications Infrastructure Development
WB_2333,WB_2333_BULK_TELECOMMUNICATIONS,Bulk Telecommunications
WB_2334,WB_2334_UNIVERSAL_SERVICE_FUND,Universal Service Fund
WB_2335,WB_2335_LAST_MILE_CONNECTIVITY,Last Mile Connectivity
WB_2336,WB_2336_VOICE_OVER_IP,Voice Over IP
WB_2337,WB_2337_RURAL_CONNECTIVITY,Rural Connectivity
WB_2338,WB_2338_TELECOMMUNICATIONS_SECTOR_COMPETITION,Telecommunications Sector Competition
WB_2339,WB_2339_TELECOMMUNICATIONS_INDEPENDENT_REGULATORY_AUTHORITIES,Telecommunications Independent Regulatory Authorities
WB_2340,WB_2340_TELECOMMUNICATIONS_SPECTRUM_MANAGEMENT,Telecommunications Spectrum Management
WB_2341,WB_2341_TELECOMMUNICATIONS_TARIFFS,Telecommunications Tariffs
WB_2342,WB_2342_TELECOMMUNICATIONS_NATIONAL_POLICY,Telecommunications National Policy
WB_2343,WB_2343_TELECOMMUNICATIONS_STATE_OWNED_ENTERPRISES,Telecommunications State Owned Enterprises
WB_2344,WB_2344_ICT_STRATEGY,ICT Strategy
WB_2345,WB_2345_DIGITAL_ECONOMY_STRATEGY,Digital Economy Strategy
WB_2346,WB_2346_E-COMMERCE_LEGISLATION,E-Commerce Legislation
WB_2347,WB_2347_OPEN_SOURCE_LICENSING,Open Source Licensing
WB_2348,WB_2348_COPYLEFT_LICENSING,Copyleft Licensing
WB_2349,WB_2349_CREATIVE_COMMONS_LICENSING,Creative Commons Licensing
WB_2350,WB_2350_ICT_INNOVATION_POLICY,ICT Innovation Policy
WB_2352,WB_2352_OPEN_SOURCE_POLICY,Open Source Policy
WB_2353,WB_2353_FUTURE_INTERNET_POLICY,Future Internet Policy
WB_2354,WB_2354_ICT_MONITORING_AND_RESULTS,ICT Monitoring and Results
WB_2355,WB_2355_ICT_DATA_MONITORING,ICT Data Monitoring
WB_2356,WB_2356_ICT_STATISTICAL_CAPACITY_BUILDING,ICT Statistical Capacity Building
WB_2357,WB_2357_ICT_SECTOR_STRATEGY_RESULTS_FRAMEWORK,ICT Sector Strategy Results Framework
WB_2358,WB_2358_E-GOVERNMENT,e-Government
WB_2359,WB_2359_PPP_IN_ICT,PPP in ICT
WB_2361,WB_2361_MICROMAPPING,Micromapping
WB_2362,WB_2362_COMMUNITY_MAPPING,Community Mapping
WB_2363,WB_2363_MOBILE_APPLICATIONS,Mobile Applications
WB_2364,WB_2364_E-COMMERCE_APPLICATIONS,E-Commerce Applications
WB_2365,WB_2365_E-GOVERNMENT_APPLICATIONS,e-Government Applications
WB_2366,WB_2366_SPATIAL_DATA_INFRASTRUCTURE,Spatial Data Infrastructure
WB_2368,WB_2368_SMART_NETWORKS,Smart Networks
WB_2369,WB_2369_DATA_PRIVACY,Data Privacy
WB_2370,WB_2370_DATA_SECURITY,Data Security
WB_2371,WB_2371_ENCRYPTION,Encryption
WB_2372,WB_2372_AUTHENTICATION_AND_AUTHORIZATION,Authentication and Authorization
WB_2373,WB_2373_INFORMATION_AUDITING_AND_COMPLIANCE,Information Auditing and Compliance
WB_2374,WB_2374_IT_RISK_MANAGEMENT,IT Risk Management
WB_2375,WB_2375_ICT_METHODS_AND_PROCEDURES,ICT Methods and Procedures
WB_2376,WB_2376_DISTRIBUTED_ARCHITECTURE,Distributed Architecture
WB_2377,WB_2377_TECHNOLOGY_ARCHITECTURE,Technology Architecture
WB_2378,WB_2378_SECURITY_ARCHITECTURE,Security Architecture
WB_2379,WB_2379_SOLUTION_ARCHITECTURE,Solution Architecture
WB_2381,WB_2381_SOFTWARE_DEVELOPMENT,Software Development
WB_2382,WB_2382_AGILE_SOFTWARE_DEVELOPMENT,Agile Software Development
WB_2383,WB_2383_ICT_SYSTEM_INTEGRATION,ICT System Integration
WB_2384,WB_2384_APPLICATION_PROGRAMMING_INTERFACES,Application Programming Interfaces
WB_2385,WB_2385_DATA_CATALOGUES,Data Catalogues
WB_2386,WB_2386_BROADCASTING_POLICY_AND_STRATEGY,Broadcasting Policy and Strategy
WB_2387,WB_2387_BROADCASTING_INDUSTRY_AND_MARKETS,Broadcasting Industry and Markets
WB_2388,WB_2388_CABLE_BROADCASTING,Cable Broadcasting
WB_2389,WB_2389_RADIO_BROADCASTING,Radio Broadcasting
WB_2390,WB_2390_TELEVISION_BROADCASTING,Television Broadcasting
WB_2391,WB_2391_WEB_BROADCASTING,Web Broadcasting
WB_2392,WB_2392_POSTAL_CAPACITY_BUILDING,Postal Capacity Building
WB_2393,WB_2393_POSTAL_EXPRESS,Postal Express
WB_2394,WB_2394_POSTAL_FINANCIAL_SERVICES_AND_REMITTANCES,Postal Financial Services and Remittances
WB_2395,WB_2395_POSTAL_ESERVICES,Postal eServices
WB_2396,WB_2396_POSTAL_INDUSTRY_AND_MARKETS,Postal Industry and Markets
WB_2397,WB_2397_POSTAL_MODERNIZATION,Postal Modernization
WB_2398,WB_2398_POSTAL_SECTOR_POLICY,Postal Sector Policy
WB_2399,WB_2399_ICT_INNOVATION_AND_TRANSFORMATION,ICT Innovation and Transformation
WB_2401,WB_2401_ICT_INNOVATION_METHODOLOGIES,ICT Innovation Methodologies
WB_2402,WB_2402_HACKATHONS,Hackathons
WB_2403,WB_2403_OPEN_SOURCE_PRODUCTION,Open Source Production
WB_2404,WB_2404_COMMONS_BASED_PEER_PRODUCTION,Commons Based Peer Production
WB_2405,WB_2405_PEER-TO-PEER_NETWORKS,Peer-to-Peer Networks
WB_2406,WB_2406_MAKERTHONS,Makerthons
WB_2407,WB_2407_LIVING_LABS,Living Labs
WB_2408,WB_2408_FAB_LABS,Fab Labs
WB_2409,WB_2409_COCREATION,Cocreation
WB_2410,WB_2410_CROWDSOURCING,Crowdsourcing
WB_2411,WB_2411_EXPERT_SOURCING,Expert Sourcing
WB_2412,WB_2412_GAMIFICATION,Gamification
WB_2413,WB_2413_HUMAN_CENTERED_DESIGN,Human Centered Design
WB_2414,WB_2414_INTERACTION_DESIGN,Interaction Design
WB_2415,WB_2415_MICROWORK,Microwork
WB_2416,WB_2416_INTERNET_OF_THINGS,Internet of Things
WB_2417,WB_2417_DIGITAL_MANUFACTURING,Digital Manufacturing
WB_2419,WB_2419_SENSORIZATION,Sensorization
WB_2420,WB_2420_ICT_FOR_JOBS,ICT for Jobs
WB_2421,WB_2421_ICT_AND_WATER,ICT and Water
WB_2422,WB_2422_ICT_AND_EDUCATION,ICT and Education
WB_2423,WB_2423_ICT_AND_HEALTH,ICT and Health
WB_2424,WB_2424_ICT_AND_FINANCIAL_SECTOR,ICT and Financial Sector
WB_2426,WB_2426_ICT_AND_CUSTOMS,ICT and Customs
WB_2427,WB_2427_ICT_AND_TRANSPORT,ICT and Transport
WB_2428,WB_2428_ICT_AND_ENERGY,ICT and Energy
WB_2429,WB_2429_SMART_GRID_INFRASTRUCTURE,Smart Grid Infrastructure
WB_2430,WB_2430_ICT_FOR_URBAN_DEVELOPMENT_AND_CITIES,ICT for Urban Development and Cities
WB_2431,WB_2431_ICT_FOR_DISABLED,ICT for Disabled
WB_2432,WB_2432_FRAGILITY,Fragility
WB_2433,WB_2433_CONFLICT_AND_VIOLENCE,Conflict and Violence
WB_2435,WB_2435_CHILD_SOLDIERS,Child Soldiers
WB_2437,WB_2437_FEMALE_COMBATANTS,Female Combatants
WB_2439,WB_2439_WOMEN_ABDUCTION,Women Abduction
WB_2440,WB_2440_SURVIVAL_SEX,Survival Sex
WB_2441,WB_2441_DOMESTIC_VIOLENCE,Domestic Violence
WB_2442,WB_2442_SEXUAL_TRAFICKING,Sexual Traficking
WB_2443,WB_2443_RAPE_AND_SEXUAL_VIOLENCE,Rape and Sexual Violence
WB_2444,WB_2444_EARLY_MARRIAGE,Early Marriage
WB_2445,WB_2445_NON-STATE_SECURITY_ACTORS,Non-State Security Actors
WB_2446,WB_2446_DRUG_CARTELS,Drug Cartels
WB_2447,WB_2447_MERCENARIES,Mercenaries
WB_2448,WB_2448_MILITIA,Militia
WB_2449,WB_2449_PARAMILITARIES,Paramilitaries
WB_2450,WB_2450_PRIVATE_SECURITY_PROVIDERS,Private Security Providers
WB_2451,WB_2451_REBELS,Rebels
WB_2452,WB_2452_GANGS,Gangs
WB_2453,WB_2453_ORGANIZED_CRIME,Organized Crime
WB_2454,WB_2454_COUNTERFEIT_GOODS,Counterfeit Goods
WB_2455,WB_2455_CRIME_NETWORKS,Crime Networks
WB_2456,WB_2456_DRUGS_AND_NARCOTICS,Drugs and Narcotics
WB_2457,WB_2457_CYBER_CRIME,Cyber Crime
WB_2458,WB_2458_HUMAN_TRAFFICKING,Human Trafficking
WB_2460,WB_2460_MARITIME_PIRACY,Maritime Piracy
WB_2461,WB_2461_TRAFFICKING_NATURAL_RESOURCES,Trafficking Natural Resources
WB_2462,WB_2462_POLITICAL_VIOLENCE_AND_WAR,Political Violence and War
WB_2463,WB_2463_ASYMMETRIC_GUERRILLA_WARFARE,Asymmetric Guerrilla Warfare
WB_2464,WB_2464_INSURGENCY,Insurgency
WB_2465,WB_2465_REVOLUTIONARY_VIOLENCE,Revolutionary Violence
WB_2466,WB_2466_STATE_TERRORISM,State Terrorism
WB_2467,WB_2467_TERRORISM,Terrorism
WB_2468,WB_2468_CONVENTIONAL_WAR,Conventional War
WB_2469,WB_2469_NUCLEAR_AND_CHEMICAL_WAR,Nuclear and Chemical War
WB_2470,WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,Peace Operations and Conflict Management
WB_2471,WB_2471_PEACEKEEPING,Peacekeeping
WB_2472,WB_2472_PEACEKEEPING_PARTNERSHIPS,Peacekeeping Partnerships
WB_2473,WB_2473_DIPLOMACY_AND_NEGOTIATIONS,Diplomacy and Negotiations
WB_2474,WB_2474_DISARMAMENT_REINTEGRATION,Disarmament Reintegration
WB_2475,WB_2475_ELECTORAL_SUPPORT_AND_MONITORING,Electoral Support and Monitoring
WB_2476,WB_2476_POLICE_AND_GENDARMERIE,Police and Gendarmerie
WB_2477,WB_2477_POWER-SHARING_AGREEMENTS,Power-Sharing Agreements
WB_2478,WB_2478_PEACE_PROCESSES_AND_DIALOGUE,Peace Processes and Dialogue
WB_2480,WB_2480_POST-CONFLICT_RECONSTRUCTION,Post-Conflict Reconstruction
WB_2481,WB_2481_TRANSITIONAL_JUSTICE,Transitional Justice
WB_2482,WB_2482_HUMAN_RIGHTS_ABUSES_AND_RECONCILIATION,Human Rights Abuses and Reconciliation
WB_2483,WB_2483_EDUCATION_AND_POST-CONFLICT_RECONSTRUCTION,Education and Post-Conflict Reconstruction
WB_2484,WB_2484_ESSENTIAL_SERVICES_PROVISION,Essential Services Provision
WB_2485,WB_2485_INFRASTRUCTURE_AND_POST-CONFLICT_RECONSTRUCTION,Infrastructure and Post-Conflict Reconstruction
WB_2486,WB_2486_EMPLOYMENT_AND_POST-CONFLICT_RECONSTRUCTION,Employment and Post-Conflict Reconstruction
WB_2488,WB_2488_POPULATION_RESETTLEMENT,Population Resettlement
WB_2489,WB_2489_POPULATION_DISPLACEMENT,Population Displacement
WB_2490,WB_2490_NATIONAL_PROTECTION_AND_SECURITY,National Protection and Security
WB_2491,WB_2491_BORDER_SECURITY,Border Security
WB_2492,WB_2492_COUNTER-TERRORISM,Counter-terrorism
WB_2493,WB_2493_INTELLIGENCE_AND_NATIONAL_SECURITY,Intelligence and National Security
WB_2494,WB_2494_TERRITORIAL_DEFENSE,Territorial Defense
WB_2495,WB_2495_DETENTION,Detention
WB_2496,WB_2496_JUDICIAL_AND_COURT_REFORM,Judicial and Court Reform
WB_2497,WB_2497_COMBATANTS_AND_VETERANS,Combatants and Veterans
WB_2499,WB_2499_COMBATANT_AND_VETERAN_PENSIONS,Combatant and Veteran Pensions
WB_2500,WB_2500_COMBATANT_AND_VETERAN_PSYCHOLOGICAL_ISSUES,Combatant and Veteran Psychological Issues
WB_2501,WB_2501_COMBATANT_AND_VETERAN_SUICIDE,Combatant and Veteran Suicide
WB_2502,WB_2502_COMBATANT_AND_VETERAN_EMPLOYMENT,Combatant and Veteran Employment
WB_2503,WB_2503_WEAPONS_PROLIFERATION_AND_ARMS_CONTROL,Weapons Proliferation and Arms Control
WB_2504,WB_2504_SMALL_ARMS_AND_LIGHT_WEAPONS,Small Arms and Light Weapons
WB_2505,WB_2505_WEAPONS_OF_MASS_DESTRUCTION,Weapons of Mass Destruction
WB_2506,WB_2506_ARMS_TRADE,Arms Trade
WB_2507,WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS,Human Rights Abuses and Violations
WB_2508,WB_2508_ETHNIC_CLEANSING,Ethnic Cleansing
WB_2509,WB_2509_GENOCIDE,Genocide
WB_2510,WB_2510_WAR_CRIMES,War Crimes
WB_2511,WB_2511_SLAVERY,Slavery
WB_2512,WB_2512_TORTURE,Torture
WB_2513,WB_2513_CRIMES_AGAINST_HUMANITY,Crimes Against Humanity
WB_2514,WB_2514_HUMAN_RIGHTS_NORMS_AND_MECHANISMS,Human Rights Norms and Mechanisms
WB_2515,WB_2515_HUMAN_RIGHTS_ALLIANCES,Human Rights Alliances
WB_2516,WB_2516_HUMANITARIAN_LAW,Humanitarian Law
WB_2517,WB_2517_REGIONAL_HUMAN_RIGHTS_REGIMES,Regional Human Rights Regimes
WB_2518,WB_2518_TRUTH_AND_RECONCILIATION_COMMISSIONS,Truth and Reconciliation Commissions
WB_2519,WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES,Responses to Human Rights Abuses
WB_2520,WB_2520_HUMAN_RIGHTS_ABUSES_AND_REPARATIONS,Human Rights Abuses and Reparations
WB_2521,WB_2521_RIGHTS_OF_VICTIMS,Rights of Victims
WB_2525,WB_2525_TAX_TRANSPARENCY,Tax Transparency
WB_2526,WB_2526_TRANSFER_PRICING,Transfer Pricing
WB_2527,WB_2527_TAX_SIMPLIFICATION,Tax Simplification
WB_2528,WB_2528_SMALL_BUSINESS_TAX_POLICY,Small Business Tax Policy
WB_2529,WB_2529_TAXPAYER_RECOURSE,Taxpayer Recourse
WB_2530,WB_2530_BUSINESS_ENVIRONMENT,Business Environment
WB_2531,WB_2531_BUSINESS_INSPECTIONS,Business Inspections
WB_2532,WB_2532_DEBT_RECOVERY,Debt Recovery
WB_2534,WB_2534_CORPORATE_RESCUE,Corporate Rescue
WB_2536,WB_2536_INVESTMENT_REFORM_MAPPING,Investment Reform Mapping
WB_2537,WB_2537_INVESTMENT_TYPOLOGY,Investment Typology
WB_2538,WB_2538_FOREIGN_DIRECT_INVESTMENT_ANALYSIS_,Foreign Direct Investment Analysis 
WB_2539,WB_2539_INVESTMENT_POLICY_ACTION_PLANNING_AND_STAKEHOLDER_ENGAGEMENT,Investment Policy Action Planning and Stakeholder Engagement
WB_2540,WB_2540_INVESTMENT_INCENTIVES_TRANSPARENCY_AND_GOVERNANCE,Investment Incentives Transparency and Governance
WB_2541,WB_2541_INVESTMENT_INCENTIVES_COST-BENEFIT_ANALYSIS,Investment Incentives Cost-Benefit Analysis
WB_2542,WB_2542_INVESTMENT_INCENTIVES_PROCEDURES_AND_ADMINISTRATIVE_EFFICIENCY,Investment Incentives Procedures and Administrative Efficiency
WB_2543,WB_2543_INVESTMENT_BEHAVIOURAL_INCENTIVES,Investment Behavioural Incentives
WB_2544,WB_2544_INVESTMENT_ENTRY,Investment Entry
WB_2545,WB_2545_INVESTMENT_ENTRY_PROCEDURES_AND_ADMINISTRATIVE_EFFICIENCY,Investment Entry Procedures and Administrative Efficiency
WB_2546,WB_2546_SUBSTANTIVE_ENTRY_BARRIERS_TO_INVESTMENT,Substantive Entry Barriers to Investment
WB_2547,WB_2547_DE_FACTO_ENTRY_BARRIERS_TO_INVESTMENT,De Facto Entry Barriers to Investment
WB_2548,WB_2548_INVESTMENT_PROTECTION,Investment Protection
WB_2549,WB_2549_INVESTOR_GUARANTEES_AND_LEGAL_PROTECTION,Investor Guarantees and Legal Protection
WB_2550,WB_2550_DE_FACTO_PROTECTIONS,De Facto Protections
WB_2551,WB_2551_INVESTOR_ISSUE_TRACKING_AND_GRIEVANCE_MANAGEMENT,Investor Issue Tracking and Grievance Management
WB_2552,WB_2552_INVESTMENT_PROMOTION,Investment Promotion
WB_2553,WB_2553_TRADE_AND_LABOR_MARKETS,Trade and Labor Markets
WB_2554,WB_2554_TRADE_RELATED_ASPECTS_OF_CURRENT_ACCOUNT_IMBALANCES,Trade Related Aspects of Current Account Imbalances
WB_2555,WB_2555_TRADE_AND_EMPLOYMENT,Trade and Employment
WB_2556,WB_2556_TRADE_AND_FDI,Trade and FDI
WB_2557,WB_2557_TRADE_AND_JOBS,Trade and Jobs
WB_2558,WB_2558_TRADE_AND_CONFLICT,Trade and Conflict
WB_2559,WB_2559_FOOD_TRADE,Food Trade
WB_2561,WB_2561_SERVICES_COMMITMENTS,Services Commitments
WB_2562,WB_2562_LDC_SERVICES_WAIVER,LDC Services Waiver
WB_2563,WB_2563_TRADE_AND_FDI_PROMOTION_INFRASTRUCTURE,Trade and FDI Promotion Infrastructure
WB_2564,WB_2564_QUANTITATIVE_RESTRICTIONS,Quantitative Restrictions
WB_2565,WB_2565_DISCRIMINATORY_REGULATION,Discriminatory Regulation
WB_2566,WB_2566_EXPORT_PROMOTION,Export Promotion
WB_2567,WB_2567_WORLD_TRADE_ORGANIZATION_LAW,World Trade Organization Law
WB_2568,WB_2568_WORLD_TRADE_ORGANIZATION_ACCESSION,World Trade Organization Accession
WB_2569,WB_2569_WORLD_TRADE_ORGANIZATION_IMPLEMENTATION,World Trade Organization Implementation
WB_2570,WB_2570_WORLD_TRADE_ORGANIZATION_NEGOTIATIONS,World Trade Organization Negotiations
WB_2571,WB_2571_BALI_AGREEMENTS,Bali Agreements
WB_2572,WB_2572_SANITARY_AND_PHYTOSANITARY_REGULATIONS,Sanitary and Phytosanitary Regulations
WB_2573,WB_2573_TECHNICAL_BARRIERS_TO_TRADE_MEASURES,Technical Barriers to Trade Measures
WB_2574,WB_2574_NON-TECHNICAL_REGULATIONS,Non-Technical Regulations
WB_2575,WB_2575_TRADE_POLICY_AND_INVESTMENT_AGREEMENTS,Trade Policy and Investment Agreements
WB_2576,WB_2576_REGIONAL_INTEGRATION,Regional Integration
WB_2577,WB_2577_FREE_TRADE_AREAS,Free Trade Areas
WB_2578,WB_2578_CUSTOMS_UNIONS,Customs Unions
WB_2579,WB_2579_MUTUAL_RECOGNITION_AGREEMENTS</A></LI></UL></DIV>,Mutual Recognition Agreements</a></li></ul></div>
WB_2580,WB_2580_TRADE_INTEGRATION_ASSESSMENT,Trade Integration Assessment
WB_2581,WB_2581_PREFERENTIAL_TRADE_AND_INVESTMENT_AGREEMENTS,Preferential Trade and Investment Agreements
WB_2582,WB_2582_PTA_IMPLEMENTATION,PTA Implementation
WB_2583,WB_2583_PERFORMANCE_MEASUREMENT,Performance Measurement
WB_2584,WB_2584_CORRIDOR_MANAGEMENT,Corridor Management
WB_2585,WB_2585_GATEWAY_PERFORMANCE,Gateway Performance
WB_2586,WB_2586_LANDLOCKED_COUNTRIES,Landlocked Countries
WB_2587,WB_2587_TRANSIT_PROCEDURES,Transit Procedures
WB_2588,WB_2588_LOGISTICS_HUBS_AND_PLATFORMS,Logistics Hubs and Platforms
WB_2589,WB_2589_CUSTOMS_AND_TRADE_REGULATIONS,Customs and Trade Regulations
WB_2590,WB_2590_BUSINESS_PROCESS_REENGINEERING_IN_CUSTOMS,Business Process Reengineering in Customs
WB_2591,WB_2591_INSTITUTIONAL_DEVELOPMENT_FOR_CUSTOMS,Institutional Development for Customs
WB_2592,WB_2592_REGIONAL_HARMONIZATION_AND_SIMPLIFICATION_OF_CUSTOMS_PROCEDURES,Regional Harmonization and Simplification of Customs Procedures
WB_2593,WB_2593_INTEGRATED_BORDER_MANAGEMENT,Integrated Border Management
WB_2594,WB_2594_ICT_AND_NATIONAL_SINGLE_WINDOW_SYSTEMS,ICT and National Single Window Systems
WB_2595,WB_2595_ANTI-CORRUPTION_IN_CUSTOMS_ADMINISTRATION,Anti-Corruption in Customs Administration
WB_2596,WB_2596_PUBLIC-PRIVATE_PARTNERSHIPS_FOR_CUSTOMS,Public-Private Partnerships for Customs
WB_2597,WB_2597_STRATEGIC_POLICY_PLANNING,Strategic Policy Planning
WB_2598,WB_2598_HUMAN_RESOURCE_MANAGEMENT,Human Resource Management
WB_2599,WB_2599_CHANGE_MANAGEMENT_IN_CUSTOMS,Change Management in Customs
WB_2600,WB_2600_PERFORMANCE_METRICS,Performance Metrics
WB_2601,WB_2601_TRADE_LINKAGES,Trade Linkages
WB_2602,WB_2602_ANALYSIS_OF_TRADE_NETWORKS,Analysis of Trade Networks
WB_2603,WB_2603_GLOBAL_VALUE_CHAINS_ANALYSIS_AND_MAPPING,Global Value Chains Analysis and Mapping
WB_2605,WB_2605_SUPPLY_CHAIN_ANALYSIS,Supply Chain Analysis
WB_2606,WB_2606_LOGISTICS_IN_LAGGING_REGIONS,Logistics in Lagging Regions
WB_2607,WB_2607_COMPETITIVENESS_DIAGNOSTICS,Competitiveness Diagnostics
WB_2608,WB_2608_TRADE_IN_GOODS,Trade in Goods
WB_2609,WB_2609_MARKET_ACCESS_ISSUES,Market Access Issues
WB_2610,WB_2610_INCENTIVE_FRAMEWORK_FOR_TRADE_AND_FOREIGN_INVESTMENT,Incentive Framework for Trade and Foreign Investment
WB_2611,WB_2611_FACTORS_OF_PRODUCTION_CONDITIONS,Factors of Production Conditions
WB_2612,WB_2612_SERVICES_EXPORTS,Services Exports
WB_2613,WB_2613_TRADE_IN_VALUE-ADDED,Trade in Value-Added
WB_2614,WB_2614_EXPORT_GROWTH_DETERMINANTS_AND_DYNAMICS,Export Growth Determinants and Dynamics
WB_2615,WB_2615_DIVERSIFICATION_OF_PRODUCTION_AND_EXPORTS,Diversification of Production and Exports
WB_2616,WB_2616_QUALITY_AND_SOPHISTICATION_ANALYSIS_OF_EXPORTS,Quality and Sophistication Analysis of Exports
WB_2617,WB_2617_ENTRY_AND_SURVIVAL_INTO_EXPORTS,Entry and Survival into Exports
WB_2618,WB_2618_FIRM-LEVEL_TRADE_AND_PRODUCTIVITY_DYNAMICS,Firm-Level Trade and Productivity Dynamics
WB_2619,WB_2619_RESULTS-BASED_FINANCING_FOR_ENERGY,Results-Based Financing for Energy
WB_2620,WB_2620_HOUSEHOLD_ENERGY_EXPENDITURES,Household Energy Expenditures
WB_2621,WB_2621_ACCESS_TO_MODERN_HEATING_FUELS,Access to Modern Heating Fuels
WB_2622,WB_2622_COMPETITIVENESS_REINFORCEMENT,Competitiveness Reinforcement
WB_2623,WB_2623_VALUE_CHAIN_ANALYSIS_FROM_GLOBAL_TO_REGIONAL_CITY,Value Chain Analysis from Global to Regional City
WB_2624,WB_2624_NATIONAL_QUALITY_INFRASTRUCTURE_AND_CAPACITY_FOR_FOOD_SAFETY_COMPLIANCE,National Quality Infrastructure and Capacity for Food Safety Compliance
WB_2625,WB_2625_INVESTMENT_PROMOTION_FOR_AGRIBUSINESS,Investment Promotion for Agribusiness
WB_2626,WB_2626_WAREHOUSE_RECEIPTS,Warehouse Receipts
WB_2627,WB_2627_REGULATORY_AND_COMPETITION_REFORM_FOR_INPUT-OUTPUT_MARKETS,Regulatory and Competition Reform for Input-Output Markets
WB_2628,WB_2628_AGRICULTURE_SUPPLY_CHAINS,Agriculture Supply Chains
WB_2629,WB_2629_MANUFACTURING_SECTOR_DIAGNOSTICS_AND_ANALYSIS,Manufacturing Sector Diagnostics and Analysis
WB_2630,WB_2630_MANUFACTURING_SECTOR_STRATEGY,Manufacturing Sector Strategy
WB_2631,WB_2631_PRODUCT_DEVELOPMENT_FOR_TOURISM,Product Development for Tourism
WB_2632,WB_2632_DESTINATION_DEVELOPMENT,Destination Development
WB_2633,WB_2633_TOURISM_ANALYTICS_AND_IMPACT,Tourism Analytics and Impact
WB_2634,WB_2634_GLOBAL_INVESTMENT_PROMOTION_BEST_PRACTICE_SURVEYS,Global Investment Promotion Best Practice Surveys
WB_2635,WB_2635_INSTITUTIONAL_POLICY_FOR_INVESTMENT_PROMOTION,Institutional Policy for Investment Promotion
WB_2636,WB_2636_INVESTOR_FACILITATION,Investor Facilitation
WB_2637,WB_2637_INVESTOR_SERVICING_AND_AFTERCARE,Investor Servicing and Aftercare
WB_2638,WB_2638_INVESTOR_OUTREACH,Investor Outreach
WB_2639,WB_2639_CLIMATE_COMPETITIVE_INDUSTRIES,Climate Competitive Industries
WB_2640,WB_2640_CLEAN_TECH_INDUSTRIES,Clean Tech Industries
WB_2641,WB_2641_GREEN_INDUSTRIAL_ZONES,Green Industrial Zones
WB_2642,WB_2642_GREEN_FINANCE_MECHANISMS,Green Finance Mechanisms
WB_2643,WB_2643_SUBNATIONAL_BUSINESS_REGULATION,Subnational Business Regulation
WB_2644,WB_2644_TAX_COMPLIANCE_COST_SURVEYS,Tax Compliance Cost Surveys
WB_2645,WB_2645_REGULATORY_IMPACT_ASSESSMENT,Regulatory Impact Assessment
WB_2646,WB_2646_INVESTOR_MOTIVATION_SURVEYS,Investor Motivation Surveys
WB_2648,WB_2648_BUSINESS_ENABLERS,Business Enablers
