GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,Action_Geo_FeatureID,DATEADDED,SOURCEURL
,,,,,,,Turks and Caicos Islands,,Hiri Motu,Trappists    a.k.a.  Order of Cistercians of the Strict Observance,Trappists    a.k.a.  Order of Cistercians of the Strict Observance,,,,,,Turks and Caicos Islands,,Hiri Motu,Trappists    a.k.a.  Order of Cistercians of the Strict Observance,Trappists    a.k.a.  Order of Cistercians of the Strict Observance,,,,,Reduce or stop economic assistance,,,,,,,,,,,Togo,,,,,,,,Togo,,,,,,,,Togo,,,,,,,
,,,,,,,Tuvalu,,Hani,Trinitarians    a.k.a.  Order of the Most Holy Trinity,Trinitarians    a.k.a.  Order of the Most Holy Trinity,,,,,,Tuvalu,,Hani,Trinitarians    a.k.a.  Order of the Most Holy Trinity,Trinitarians    a.k.a.  Order of the Most Holy Trinity,,,,,Reduce or stop military assistance,,,,,,,,,,,Tokelau,,,,,,,,Tokelau,,,,,,,,Tokelau,,,,,,,
,,,,,,,Uganda,,Hoa,"Ursulines    a.k.a.  Ursuline Nuns of the Roman Union, also Ursuline Sisters of    Tildonck","Ursulines    a.k.a.  Ursuline Nuns of the Roman Union, also Ursuline Sisters of    Tildonck",,,,,,Uganda,,Hoa,"Ursulines    a.k.a.  Ursuline Nuns of the Roman Union, also Ursuline Sisters of    Tildonck","Ursulines    a.k.a.  Ursuline Nuns of the Roman Union, also Ursuline Sisters of    Tildonck",,,,,Reduce or stop humanitarian assistance,,,,,,,,,,,Tonga,,,,,,,,Tonga,,,,,,,,Tonga,,,,,,,
,,,,,,,Ukraine,,Hondurans,Verbum Dei Missionary Fraternity,Verbum Dei Missionary Fraternity,,,,,,Ukraine,,Hondurans,Verbum Dei Missionary Fraternity,Verbum Dei Missionary Fraternity,,,,,"Impose embargo, boycott, or sanctions",,,,,,,,,,,Trinidad and Tobago,,,,,,,,Trinidad and Tobago,,,,,,,,Trinidad and Tobago,,,,,,,
,,,,,,,United Arab Emirates,,Haratin,Viatorians   a.k.a.  Clerics of Saint Viator,Viatorians   a.k.a.  Clerics of Saint Viator,,,,,,United Arab Emirates,,Haratin,Viatorians   a.k.a.  Clerics of Saint Viator,Viatorians   a.k.a.  Clerics of Saint Viator,,,,,Halt negotiations,,,,,,,,,,,Tromelin Island,,,,,,,,Tromelin Island,,,,,,,,Tromelin Island,,,,,,,
,,,,,,,United Kingdom,,Croats,Vocationists   a.k.a. Clerics of the Divine Vocation,Vocationists   a.k.a. Clerics of the Divine Vocation,,,,,,United Kingdom,,Croats,Vocationists   a.k.a. Clerics of the Divine Vocation,Vocationists   a.k.a. Clerics of the Divine Vocation,,,,,Halt mediation,,,,,,,,,,,Tunisia,,,,,,,,Tunisia,,,,,,,,Tunisia,,,,,,,
,,,,,,,United States,,Upper Sorbian,Xaverians or Xaverian Brothers   a.k.a. Missionary Society of St. Francis Xavier,Xaverians or Xaverian Brothers   a.k.a. Missionary Society of St. Francis Xavier,,,,,,United States,,Upper Sorbian,Xaverians or Xaverian Brothers   a.k.a. Missionary Society of St. Francis Xavier,Xaverians or Xaverian Brothers   a.k.a. Missionary Society of St. Francis Xavier,,,,,Expel or withdraw,,,,,,,,,,,Turkey,,,,,,,,Turkey,,,,,,,,Turkey,,,,,,,
,,,,,,,United States Virgin Islands,,Hui,miscellaneous Roman Catholic organizations,miscellaneous Roman Catholic organizations,,,,,,United States Virgin Islands,,Hui,miscellaneous Roman Catholic organizations,miscellaneous Roman Catholic organizations,,,,,Expel or withdraw peacekeepers,,,,,,,,,,,Turkmenistan,,,,,,,,Turkmenistan,,,,,,,,Turkmenistan,,,,,,,
,,,,,,,Uruguay,,Hungarian,Opus Dei,Opus Dei,,,,,,Uruguay,,Hungarian,Opus Dei,Opus Dei,,,,,"Expel or withdraw inspectors, observers",,,,,,,,,,,Turks and Caicos Islands,,,,,,,,Turks and Caicos Islands,,,,,,,,Turks and Caicos Islands,,,,,,,
,,,,,,,Uzbekistan,,Hupa,personal ordinariates of former   Anglicans,personal ordinariates of former   Anglicans,,,,,,Uzbekistan,,Hupa,personal ordinariates of former   Anglicans,personal ordinariates of former   Anglicans,,,,,Expel or withdraw aid agencies,,,,,,,,,,,Tuvalu,,,,,,,,Tuvalu,,,,,,,,Tuvalu,,,,,,,
,,,,,,,Vanuatu,,Hutu,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta   a.k.a. Order of   Malta,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta   a.k.a. Order of   Malta,,,,,,Vanuatu,,Hutu,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta   a.k.a. Order of   Malta,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta   a.k.a. Order of   Malta,,,,,Coerce,,,,,,,,,,,Uganda,,,,,,,,Uganda,,,,,,,,Uganda,,,,,,,
,,,,,,,Venezuela,,Iban,Eastern Catholic Church,Eastern Catholic Church,,,,,,Venezuela,,Iban,Eastern Catholic Church,Eastern Catholic Church,,,,,Seize or damage property,,,,,,,,,,,Ukraine,,,,,,,,Ukraine,,,,,,,,Ukraine,,,,,,,
,,,,,,,Vietnam,,Igbo,Alexandrian  liturgical tradition,Alexandrian  liturgical tradition,,,,,,Vietnam,,Igbo,Alexandrian  liturgical tradition,Alexandrian  liturgical tradition,,,,,Confiscate property,,,,,,,,,,,Undersea Features,,,,,,,,Undersea Features,,,,,,,,Undersea Features,,,,,,,
,,,,,,,Wallis and Futuna Islands,,Icelanders,Coptic Catholic Church,Coptic Catholic Church,,,,,,Wallis and Futuna Islands,,Icelanders,Coptic Catholic Church,Coptic Catholic Church,,,,,Destroy property,,,,,,,,,,,Undesignated Sovereignty,,,,,,,,Undesignated Sovereignty,,,,,,,,Undesignated Sovereignty,,,,,,,
,,,,,,,Western Sahara,,Indigenous,Ethiopian Catholic Church,Ethiopian Catholic Church,,,,,,Western Sahara,,Indigenous,Ethiopian Catholic Church,Ethiopian Catholic Church,,,,,Impose administrative sanctions,,,,,,,,,,,United Arab Emirates,,,,,,,,United Arab Emirates,,,,,,,,United Arab Emirates,,,,,,,
,,,,,,,Yemen,,Indian,Antiochan liturgical tradition,Antiochan liturgical tradition,,,,,,Yemen,,Indian,Antiochan liturgical tradition,Antiochan liturgical tradition,,,,,Impose restrictions on political freedoms  ,,,,,,,,,,,United Kingdom,,,,,,,,United Kingdom,,,,,,,,United Kingdom,,,,,,,
,,,,,,,Zambia,,Yi,Maronite Church  (could also call it _CHRCTH921_),Maronite Church  (could also call it _CHRCTH921_),,,,,,Zambia,,Yi,Maronite Church  (could also call it _CHRCTH921_),Maronite Church  (could also call it _CHRCTH921_),,,,,Ban political parties or politicians,,,,,,,,,,,United States,,,,,,,,United States,,,,,,,,United States,,,,,,,
,,,,,,,Zimbabwe,,Ijaw,Syriac Catholic Church,Syriac Catholic Church,,,,,,Zimbabwe,,Ijaw,Syriac Catholic Church,Syriac Catholic Church,,,,,Impose curfew,,,,,,,,,,,Uruguay,,,,,,,,Uruguay,,,,,,,,Uruguay,,,,,,,
,,,,,,,,,Inuit,Syro-Malankara Catholic Church,Syro-Malankara Catholic Church,,,,,,,,Inuit,Syro-Malankara Catholic Church,Syro-Malankara Catholic Church,,,,,Impose state of emergency or martial law,,,,,,,,,,,Uzbekistan,,,,,,,,Uzbekistan,,,,,,,,Uzbekistan,,,,,,,
,,,,,,,,,Ilocono,Armenian liturgical tradition,Armenian liturgical tradition,,,,,,,,Ilocono,Armenian liturgical tradition,Armenian liturgical tradition,,,,,"Arrest, detain, or charge with legal action ",,,,,,,,,,,Vanuatu,,,,,,,,Vanuatu,,,,,,,,Vanuatu,,,,,,,
,,,,,,,,,Indonesian,Armenian Catholic Church,Armenian Catholic Church,,,,,,,,Indonesian,Armenian Catholic Church,Armenian Catholic Church,,,,,Expel or deport individuals,,,,,,,,,,,Vatican City,,,,,,,,Vatican City,,,,,,,,Vatican City,,,,,,,
,,,,,,,,,Ingush,Chaldean/East Syrian liturgical tradition,Chaldean/East Syrian liturgical tradition,,,,,,,,Ingush,Chaldean/East Syrian liturgical tradition,Chaldean/East Syrian liturgical tradition,,,,,Use tactics of violent repression  ,,,,,,,,,,,Venezuela,,,,,,,,Venezuela,,,,,,,,Venezuela,,,,,,,
,,,,,,,,,Inupiat,Chaldean Catholic Church,Chaldean Catholic Church,,,,,,,,Inupiat,Chaldean Catholic Church,Chaldean Catholic Church,,,,,Assault,,,,,,,,,,,"Vietnam, Democratic Republic of",,,,,,,,"Vietnam, Democratic Republic of",,,,,,,,"Vietnam, Democratic Republic of",,,,,,,
,,,,,,,,,Iranian,Syro-Malabar Church,Syro-Malabar Church,,,,,,,,Iranian,Syro-Malabar Church,Syro-Malabar Church,,,,,Use unconventional violence,,,,,,,,,,,Virgin Islands,,,,,,,,Virgin Islands,,,,,,,,Virgin Islands,,,,,,,
,,,,,,,,,Iroquois,Byzantine liturgical tradition,Byzantine liturgical tradition,,,,,,,,Iroquois,Byzantine liturgical tradition,Byzantine liturgical tradition,,,,,"Abduct, hijack, or take hostage ",,,,,,,,,,,Wake Island,,,,,,,,Wake Island,,,,,,,,Wake Island,,,,,,,
,,,,,,,,,Itallian,Albanian Catholic Church,Albanian Catholic Church,,,,,,,,Itallian,Albanian Catholic Church,Albanian Catholic Church,,,,,Physically assault,,,,,,,,,,,Wallis and Futuna,,,,,,,,Wallis and Futuna,,,,,,,,Wallis and Futuna,,,,,,,
,,,,,,,,,Jain,Belarusian Catholic Church,Belarusian Catholic Church,,,,,,,,Jain,Belarusian Catholic Church,Belarusian Catholic Church,,,,,Sexually assault,,,,,,,,,,,West Bank,,,,,,,,West Bank,,,,,,,,West Bank,,,,,,,
,,,,,,,,,Javanese,Bulgarian Catholic Church,Bulgarian Catholic Church,,,,,,,,Javanese,Bulgarian Catholic Church,Bulgarian Catholic Church,,,,,Torture,,,,,,,,,,,Western Sahara,,,,,,,,Western Sahara,,,,,,,,Western Sahara,,,,,,,
,,,,,,,,,Jewish,Eparchy of Krizevci,Eparchy of Krizevci,,,,,,,,Jewish,Eparchy of Krizevci,Eparchy of Krizevci,,,,,Kill by physical assault,,,,,,,,,,,Yemen,,,,,,,,Yemen,,,,,,,,Yemen,,,,,,,
,,,,,,,,,Jehovah's Witnesses,Eucharistic Catholic Church,Eucharistic Catholic Church,,,,,,,,Jehovah's Witnesses,Eucharistic Catholic Church,Eucharistic Catholic Church,,,,,"Conduct suicide, car, or other non-military bombing, not spec below",,,,,,,,,,,Zambia,,,,,,,,Zambia,,,,,,,,Zambia,,,,,,,
,,,,,,,,,Jino,Greek Byzantine Catholic Church,Greek Byzantine Catholic Church,,,,,,,,Jino,Greek Byzantine Catholic Church,Greek Byzantine Catholic Church,,,,,Carry out suicide bombing,,,,,,,,,,,Zimbabwe,,,,,,,,Zimbabwe,,,,,,,,Zimbabwe,,,,,,,
,,,,,,,,,Jola,Hungarian Catholic Church,Hungarian Catholic Church,,,,,,,,Jola,Hungarian Catholic Church,Hungarian Catholic Church,,,,,Carry out car bombing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japanese,Italo-Albanian Catholic Church,Italo-Albanian Catholic Church,,,,,,,,Japanese,Italo-Albanian Catholic Church,Italo-Albanian Catholic Church,,,,,Carry out roadside bombing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Karakalpak,Macedonian Catholic Church,Macedonian Catholic Church,,,,,,,,Karakalpak,Macedonian Catholic Church,Macedonian Catholic Church,,,,,Use as human shield ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kabyle,Melkite Greek Catholic Church,Melkite Greek Catholic Church,,,,,,,,Kabyle,Melkite Greek Catholic Church,Melkite Greek Catholic Church,,,,,Attempt to assassinate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kachin,Romanian Church United with Rome,Romanian Church United with Rome,,,,,,,,Kachin,Romanian Church United with Rome,Romanian Church United with Rome,,,,,Assassinate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kadazan,Russian Catholic Church,Russian Catholic Church,,,,,,,,Kadazan,Russian Catholic Church,Russian Catholic Church,,,,,Fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kakwa-Nubian,Ruthenian Catholic Church,Ruthenian Catholic Church,,,,,,,,Kakwa-Nubian,Ruthenian Catholic Church,Ruthenian Catholic Church,,,,,Use conventional military force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kalaallit,Slovak Catholic Church,Slovak Catholic Church,,,,,,,,Kalaallit,Slovak Catholic Church,Slovak Catholic Church,,,,,"Impose blockade, restrict movement ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kamba,Ukrainian Catholic Church,Ukrainian Catholic Church,,,,,,,,Kamba,Ukrainian Catholic Church,Ukrainian Catholic Church,,,,,Occupy territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kannada,schismatic Catholics,schismatic Catholics,,,,,,,,Kannada,schismatic Catholics,schismatic Catholics,,,,,Fight with small arms and light weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kaonde,African Church Incorporated,African Church Incorporated,,,,,,,,Kaonde,African Church Incorporated,African Church Incorporated,,,,,Fight with artillery and tanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Karen,Antiochian Catholic Church in America    (we can reserve the 100_s for Catholic   schisms),Antiochian Catholic Church in America    (we can reserve the 100_s for Catholic   schisms),,,,,,,,Karen,Antiochian Catholic Church in America    (we can reserve the 100_s for Catholic   schisms),Antiochian Catholic Church in America    (we can reserve the 100_s for Catholic   schisms),,,,,Employ aerial weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kashmiri,Worldwide Communion of Catholic Apostolic Churches   (led by Brazilian Catholic Apostolic Church),Worldwide Communion of Catholic Apostolic Churches   (led by Brazilian Catholic Apostolic Church),,,,,,,,Kashmiri,Worldwide Communion of Catholic Apostolic Churches   (led by Brazilian Catholic Apostolic Church),Worldwide Communion of Catholic Apostolic Churches   (led by Brazilian Catholic Apostolic Church),,,,,Violate ceasefire ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kanuri,Chinese Patriotic Catholic Association,Chinese Patriotic Catholic Association,,,,,,,,Kanuri,Chinese Patriotic Catholic Association,Chinese Patriotic Catholic Association,,,,,Use unconventional mass violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kavango,Heenum Catholic Church,Heenum Catholic Church,,,,,,,,Kavango,Heenum Catholic Church,Heenum Catholic Church,,,,,Use unconventional mass violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kazakhs,Independent Catholic Churches,Independent Catholic Churches,,,,,,,,Kazakhs,Independent Catholic Churches,Independent Catholic Churches,,,,,Engage in mass expulsion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kabarday,Liberal Catholic Church,Liberal Catholic Church,,,,,,,,Kabarday,Liberal Catholic Church,Liberal Catholic Church,,,,,Engage in mass killings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kabye,Mariavite Church,Mariavite Church,,,,,,,,Kabye,Mariavite Church,Mariavite Church,,,,,Engage in ethnic cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Karachays,Polish National Catholic Church   (and Polish Catholic  Church),Polish National Catholic Church   (and Polish Catholic  Church),,,,,,,,Karachays,Polish National Catholic Church   (and Polish Catholic  Church),Polish National Catholic Church   (and Polish Catholic  Church),,,,,Use weapons of mass destruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Khasi,Society of Saint Pius  X,Society of Saint Pius  X,,,,,,,,Khasi,Society of Saint Pius  X,Society of Saint Pius  X,,,,,"Use chemical, biological, or radiologicalweapons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Khoikhoi,Orthodox Christian   (Note: category includes all non-Catholic forms of _Eastern_ Christianity),Orthodox Christian   (Note: category includes all non-Catholic forms of _Eastern_ Christianity),,,,,,,,Khoikhoi,Orthodox Christian   (Note: category includes all non-Catholic forms of _Eastern_ Christianity),Orthodox Christian   (Note: category includes all non-Catholic forms of _Eastern_ Christianity),,,,,Detonate nuclear weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Khakas,"Orthodox Communion    (listed in order of seniority, rather than  alphabetized)","Orthodox Communion    (listed in order of seniority, rather than  alphabetized)",,,,,,,,Khakas,"Orthodox Communion    (listed in order of seniority, rather than  alphabetized)","Orthodox Communion    (listed in order of seniority, rather than  alphabetized)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Khmer,Ecumenical Patriarchate of Constantinople,Ecumenical Patriarchate of Constantinople,,,,,,,,Khmer,Ecumenical Patriarchate of Constantinople,Ecumenical Patriarchate of Constantinople,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Khmu,Orthodox Church of Alexandria,Orthodox Church of Alexandria,,,,,,,,Khmu,Orthodox Church of Alexandria,Orthodox Church of Alexandria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kikuyu,Orthodox Church of Antioch,Orthodox Church of Antioch,,,,,,,,Kikuyu,Orthodox Church of Antioch,Orthodox Church of Antioch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kinyarwanda Speakers,Orthodox Church of Jerusalem,Orthodox Church of Jerusalem,,,,,,,,Kinyarwanda Speakers,Orthodox Church of Jerusalem,Orthodox Church of Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kyrgyz,Orthodox Church of Russia,Orthodox Church of Russia,,,,,,,,Kyrgyz,Orthodox Church of Russia,Orthodox Church of Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kisii,Orthodox Church of Serbia,Orthodox Church of Serbia,,,,,,,,Kisii,Orthodox Church of Serbia,Orthodox Church of Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kalmyk,Orthodox Church of Romania,Orthodox Church of Romania,,,,,,,,Kalmyk,Orthodox Church of Romania,Orthodox Church of Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,North Mbundu,Orthodox Church of Bulgaria,Orthodox Church of Bulgaria,,,,,,,,North Mbundu,Orthodox Church of Bulgaria,Orthodox Church of Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kono,Orthodox Church of Georgia,Orthodox Church of Georgia,,,,,,,,Kono,Orthodox Church of Georgia,Orthodox Church of Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kanuri,Orthodox Church of Cyprus,Orthodox Church of Cyprus,,,,,,,,Kanuri,Orthodox Church of Cyprus,Orthodox Church of Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kokani,Orthodox Church of Greece,Orthodox Church of Greece,,,,,,,,Kokani,Orthodox Church of Greece,Orthodox Church of Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Komi,Orthodox Church of Poland,Orthodox Church of Poland,,,,,,,,Komi,Orthodox Church of Poland,Orthodox Church of Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kongo,Orthodox Church of Albania,Orthodox Church of Albania,,,,,,,,Kongo,Orthodox Church of Albania,Orthodox Church of Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Korean,Orthodox Church of the Czech lands and Slovakia,Orthodox Church of the Czech lands and Slovakia,,,,,,,,Korean,Orthodox Church of the Czech lands and Slovakia,Orthodox Church of the Czech lands and Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kosraean,Orthodox Church in America,Orthodox Church in America,,,,,,,,Kosraean,Orthodox Church in America,Orthodox Church in America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kouyou,"autonomous, unrecognized, and separated Orthodox","autonomous, unrecognized, and separated Orthodox",,,,,,,,Kouyou,"autonomous, unrecognized, and separated Orthodox","autonomous, unrecognized, and separated Orthodox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kpelle,American World Patriarchs,American World Patriarchs,,,,,,,,Kpelle,American World Patriarchs,American World Patriarchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Krahn,Belarusian Autocephalous Orthodox Church,Belarusian Autocephalous Orthodox Church,,,,,,,,Krahn,Belarusian Autocephalous Orthodox Church,Belarusian Autocephalous Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Karelians,Chinese Orthodox Church,Chinese Orthodox Church,,,,,,,,Karelians,Chinese Orthodox Church,Chinese Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Karamojong,Croatian Orthodox Church,Croatian Orthodox Church,,,,,,,,Karamojong,Croatian Orthodox Church,Croatian Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kru,Estonian Orthodox Church,Estonian Orthodox Church,,,,,,,,Kru,Estonian Orthodox Church,Estonian Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kurukh,Finnish Orthodox Church,Finnish Orthodox Church,,,,,,,,Kurukh,Finnish Orthodox Church,Finnish Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kwanyama,Greek Old Calendarists,Greek Old Calendarists,,,,,,,,Kwanyama,Greek Old Calendarists,Greek Old Calendarists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kumyks,Japanese Orthodox Church,Japanese Orthodox Church,,,,,,,,Kumyks,Japanese Orthodox Church,Japanese Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kurd,Latvian Orthodox Church,Latvian Orthodox Church,,,,,,,,Kurd,Latvian Orthodox Church,Latvian Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kurd,Macedonian Orthodox Church,Macedonian Orthodox Church,,,,,,,,Kurd,Macedonian Orthodox Church,Macedonian Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ktunaxa,Metropolitan Church of Bessarabia,Metropolitan Church of Bessarabia,,,,,,,,Ktunaxa,Metropolitan Church of Bessarabia,Metropolitan Church of Bessarabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sephardic Jew,Moldovan Orthodox Church,Moldovan Orthodox Church,,,,,,,,Sephardic Jew,Moldovan Orthodox Church,Moldovan Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Lak (Russia),Montenegrin Orthodox Church,Montenegrin Orthodox Church,,,,,,,,Lak (Russia),Montenegrin Orthodox Church,Montenegrin Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Lamba,Old Believers,Old Believers,,,,,,,,Lamba,Old Believers,Old Believers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Lao,Old Calendar Bulgarian Orthodox Church,Old Calendar Bulgarian Orthodox Church,,,,,,,,Lao,Old Calendar Bulgarian Orthodox Church,Old Calendar Bulgarian Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Lari,Old Calendar Romanian Orthodox Church,Old Calendar Romanian Orthodox Church,,,,,,,,Lari,Old Calendar Romanian Orthodox Church,Old Calendar Romanian Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Latvian,Orthodox Church in Italy,Orthodox Church in Italy,,,,,,,,Latvian,Orthodox Church in Italy,Orthodox Church in Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Limba,Orthodox Church of Greece (Holy Synod in Resistance),Orthodox Church of Greece (Holy Synod in Resistance),,,,,,,,Limba,Orthodox Church of Greece (Holy Synod in Resistance),Orthodox Church of Greece (Holy Synod in Resistance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Latter Day Saints,Orthodox Ohrid Archbishopric,Orthodox Ohrid Archbishopric,,,,,,,,Latter Day Saints,Orthodox Ohrid Archbishopric,Orthodox Ohrid Archbishopric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Lenca,Patriarchal Exarchate in Western Europe,Patriarchal Exarchate in Western Europe,,,,,,,,Lenca,Patriarchal Exarchate in Western Europe,Patriarchal Exarchate in Western Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
