Type,Code,Name,Description
Topic,WB_2031_RIGHT_TO_INFORMATION,Right to Information,
Topic,WB_2032_RIGHT_TO_SERVICES,Right to Services,
Topic,WB_2033_BUDGET_TRANSPARENCY_AND_PARTICIPATION,Budget Transparency and Participation,
Topic,WB_2034_STATE_LEGITIMACY,State Legitimacy,
Topic,WB_2035_PARLIAMENT_AND_LEGISLATURES,Parliament and Legislatures,
Topic,WB_2036_RESEARCH_AND_ANALYTIC_CAPACITY,Research and Analytic Capacity,
Topic,WB_2037_LEGAL_DRAFTING,Legal Drafting,
Topic,WB_2038_LEGISLATIVE_SCRUTINY_AND_OVERSIGHT,Legislative Scrutiny and Oversight,
Topic,WB_2039_CONSTITUTIONAL_COURTS_AND_LEGAL_REVIEW,Constitutional Courts and Legal Review,
Topic,WB_2040_OMBUDSMEN,Ombudsmen,
Topic,WB_2044_HUMAN_RESOURCE_MANAGEMENT_INFORMATION_SYSTEM,Human Resource Management Information System,
Topic,WB_2046_CAREER_MANAGEMENT,Career Management,
Topic,WB_2048_COMPENSATION,Compensation,
Topic,WB_2052_REMUNERATION_POLICY,Remuneration Policy,
Topic,WB_2054_SIZE_OF_THE_PUBLIC_SERVICE,Size of the Public Service,
Topic,WB_2055_EMPLOYMENT_AND_WAGE_DATA,Employment and Wage Data,
Topic,WB_2056_PAYROLL_AUDITS_AND_CENSUS,Payroll Audits and Census,
Topic,WB_2058_INDIVIDUAL_PERFORMANCE_MANAGEMENT,Individual Performance Management,
Topic,WB_2059_FUNCTIONAL_REVIEWS,Functional Reviews,
Topic,WB_2060_BUDGET_PREPARATION_AND_MANAGEMENT_TECHNIQUES,Budget Preparation and Management Techniques,
Topic,WB_2061_BUDGET_PREPARATION_SYSTEM,Budget Preparation System,
Topic,WB_2062_BUDGET_EXECUTION_AND_TREASURY_MANAGEMENT,Budget Execution and Treasury Management,
Topic,WB_2063_PUBLIC_SECTOR_INTERNAL_AUDIT,Public Sector Internal Audit,
Topic,WB_2064_PUBLIC_SECTOR_ACCOUNTING_AND_REPORTING,Public Sector Accounting and Reporting,
Topic,WB_2065_PUBLIC_SECTOR_EXTERNAL_AUDIT,Public Sector External Audit,
Topic,WB_2066_PROJECT_CYCLE_MANAGEMENT,Project Cycle Management,
Topic,WB_2067_PUBLIC_INVESTMENT_MANAGEMENT_INDEX,Public Investment Management Index,
Topic,WB_2068_PPP_IN_PUBLIC_INVESTMENT_MANAGEMENT,PPP in Public Investment Management,
Topic,WB_2069_REVENUE_ADMINISTRATION,Revenue Administration,
Topic,WB_2070_ISLAMIC_LAW,Islamic Law,
Topic,WB_2071_COMMON_LAW,Common Law,
Topic,WB_2072_STOLEN_ASSETS,Stolen Assets,
Topic,WB_2073_ILLICIT_FINANCIAL_FLOWS,Illicit Financial Flows,
Topic,WB_2074_PROCEEDS_OF_CRIME,Proceeds of Crime,
Topic,WB_2075_TAX_CRIME,Tax Crime,
Topic,WB_2076_MONEY_LAUNDERING,Money laundering,
Topic,WB_2077_FINANCIAL_SUPERVISION_FOR_INTEGRITY,Financial Supervision for Integrity,
Topic,WB_2078_FINANCIAL_INCLUSION_AND_FINANCIAL_INTEGRITY,Financial Inclusion and Financial Integrity,
Topic,WB_2079_BENEFICIAL_OWNERSHIP,Beneficial Ownership,
Topic,WB_2080_TRANSPARENCY_IN_LICENSING,Transparency in Licensing,
Topic,WB_2081_FINANCIAL_DISCLOSURE,Financial Disclosure,
Topic,WB_2082_LAW_ENFORCEMENT,Law Enforcement,
Topic,WB_2083_OCCUPATIONAL_HEALTH_AND_SAFETY,Occupational Health and Safety,
Topic,WB_2084_BIODIVERSITY,Biodiversity,
Topic,WB_2085_PUBLIC_SECTOR_DOWNSIZING,Public Sector Downsizing,
Topic,WB_2086_ESTABLISHMENT_AND_PAYROLL_CONTROL,Establishment and Payroll Control,
Topic,WB_2087_PENSION_ARRANGEMENTS,Pension Arrangements,
Topic,WB_2089_ETHICS_AND_CODES_OF_CONDUCT,Ethics and Codes of Conduct,
Topic,WB_2090_CIVIL_SERVICE_TRAINING,Civil Service Training,
Topic,WB_2091_SENIOR_CIVIL_SERVANTS,Senior Civil Servants,
Topic,WB_2092_CIVIL_SERVICE_TRADITION,Civil Service Tradition,
Topic,WB_2093_ORGANIZATION_OF_PUBLIC_ADMINISTRATION,Organization of Public Administration,
Topic,WB_2095_MACHINERY_OF_GOVERNMENT,Machinery of Government,
Topic,WB_2096_REGULATORY_MANAGEMENT,Regulatory Management,
Topic,WB_2097_AGENCIFICATION,Agencification,
Topic,WB_2098_PUBLIC_SECTOR_OUTSOURCING,Public Sector Outsourcing,
Topic,WB_2099_PPP_IN_PUBLIC_SERVICE_DELIVERY,PPP in Public Service Delivery,
Topic,WB_2100_ADMINISTRATIVE_SIMPLIFICATION,Administrative Simplification,
Topic,WB_2101_ANTITRUST,Antitrust,
Topic,WB_2103_PRODUCT_MARKET_REGULATION_IN_REGULATED_INDUSTRIES,Product Market Regulation in Regulated Industries,
Topic,WB_2104_PRODUCT_MARKET_REGULATION_IN_SERVICES,Product Market Regulation in Services,
Topic,WB_2105_PUBLIC_PROCUREMENT_AND_COMPETITION,Public Procurement and Competition,
Topic,WB_2106_MARKET_COMPETITION_ADVOCACY_AND_LIBERALIZATION,Market Competition Advocacy and Liberalization,
Topic,WB_2107_PRICE_CONTROLS,Price Controls,
Topic,WB_2108_STATE_AID_AND_COMPETITIVE_NEUTRALITY,State Aid and Competitive Neutrality,
Topic,WB_2109_NON-DISTORTIVE_STATE_SUPPORT_MEASURES,Non-Distortive State Support Measures,
Topic,WB_2110_IMPLEMENTATION_OF_STATE_AID_CONTROL_FRAMEWORKS,Implementation of State Aid Control Frameworks,
Topic,WB_2111_COMPETITION_ECONOMICS,Competition Economics,
Topic,WB_2112_MARKET_DEFINITION_AND_MARKET_POWER,Market Definition and Market Power,
Topic,WB_2113_MARKET_STUDIES_AND_COMPETITION_ASSESSMENTS,Market Studies and Competition Assessments,
Topic,WB_2114_IMPACT_OF_COMPETITION,Impact of Competition,
Topic,WB_2115_INSTITUTIONAL_BUILDING_FOR_COMPETITION,Institutional Building for Competition,
Topic,WB_2116_COMPETITION_AGENCY_EFFECTIVENESS,Competition Agency Effectiveness,
Topic,WB_2117_INSTITUTIONAL_SET-UP,Institutional Set-Up,
Topic,WB_2118_PUBLIC_FINANCIAL_ANALYSIS,Public Financial Analysis,
Topic,WB_2119_SOCIAL_PROTECTION_MANAGEMENT_INFORMATION_SYSTEMS,Social Protection Management Information Systems,
Topic,WB_2120_SATELLITE_CONNECTIVITY,Satellite Connectivity,
Topic,WB_2121_ICT_LICENSING,ICT Licensing,
Topic,WB_2122_SMART_ENERGY,Smart Energy,
Topic,WB_2123_CORPORATE_DATA_NETWORKS,Corporate Data Networks,
Topic,WB_2124_ECONOMIC_ANALYSIS_OF_EDUCATION,Economic Analysis of Education,
Topic,WB_2125_PPP_IN_EDUCATION,PPP in Education,
Topic,WB_2126_RELIGIOUS_EDUCATION,Religious Education,
Topic,WB_2127_EDUCATION_ACCESS_AND_EQUITY,Education Access and Equity,
Topic,WB_2128_RURAL_EDUCATION,Rural Education,
Topic,WB_2129_TEXTBOOKS,Textbooks,
Topic,WB_2130_PEDAGOGICAL_MATERIALS,Pedagogical Materials,
Topic,WB_2131_EMPLOYABILITY,Employability,
Topic,WB_2132_APPRENTICESHIP,Apprenticeship,
Topic,WB_2133_QUALIFICATION_FRAMEWORKS,Qualification Frameworks,
Topic,WB_2135_EDUCATION_EFFICIENCY,Education Efficiency,
Topic,WB_2136_TRACER_STUDY,Tracer Study,
Topic,WB_2137_SOFT_SKILLS,Soft Skills,
Topic,WB_2138_PARENTS_ASSOCIATIONS,Parents Associations,
Topic,WB_2139_COMMUNITY_OUTREACH,Community Outreach,
Topic,WB_2140_INSPECTORATE,Inspectorate,
Topic,WB_2141_EDUCATION_DISTRICTS,Education Districts,
Topic,WB_2142_EDUCATIONAL_DECENTRALIZATION_AND_LOCAL_GOVERNMENT,Educational Decentralization and Local Government,
Topic,WB_2143_SCHOOL-BASED_MANAGEMENT,School-Based Management,
Topic,WB_2144_SCHOOL_DIRECTORS,School Directors,
Topic,WB_2145_SCHOOL_INSPECTION,School Inspection,
Topic,WB_2146_INTERNAL_EFFICIENCY_IN_EDUCATION,Internal Efficiency in Education,
Topic,WB_2147_EDUCATION_RESEARCH_AND_DEVELOPMENT,Education Research and Development,
Topic,WB_2148_EDUCATION_PROJECTIONS,Education Projections,
Topic,WB_2149_NATIONAL_EDUCATION_SYSTEMS,National Education Systems,
Topic,WB_2150_MONITORING_AND_EVALUATION_IN_EDUCATION,Monitoring and Evaluation in Education,
Topic,WB_2151_CHILD_DEVELOPMENT,Child Development,
Topic,WB_2152_SECONDARY_EDUCATION_GRADUATION,Secondary Education Graduation,
Topic,WB_2153_SECONDARY_EDUCATION_ORIENTATION,Secondary Education Orientation,
Topic,WB_2154_SECONDARY_TECHNICAL_EDUCATION,Secondary Technical Education,
Topic,WB_2155_HEALTH_FINANCING_AND_SUSTAINABILITY,Health Financing and Sustainability,
Topic,WB_2156_CONTINUUM_OF_CARE,Continuum of Care,
Topic,WB_2157_EXTERNAL_EFFICIENCY_OF_EDUCATION,External Efficiency of Education,
Topic,WB_2158_EQUITY-EFFICIENCY_TRADE-OFF,Equity-Efficiency Trade-Off,
Topic,WB_2159_BENEFITS_PACKAGE,Benefits Package,
Topic,WB_2160_PROCUREMENT_OF_HEALTH_SECTOR_GOODS_AND_SUPPLIES,Procurement of Health Sector Goods and Supplies,
Topic,WB_2161_HEALTH_IN_ALL_POLICIES,Health in All Policies,
Topic,WB_2162_AGING_AND_HEALTH,Aging and Health,
Topic,WB_2163_PUBLIC_HEALTH_REGULATION,Public Health Regulation,
Topic,WB_2164_EPIDEMIOLOGY_AND_DISEASE_SURVEILLANCE,Epidemiology and Disease Surveillance,
Topic,WB_2165_HEALTH_EMERGENCIES,Health Emergencies,
Topic,WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,Health Emergency Preparedness and Disaster Response,
Topic,WB_2167_PANDEMICS,Pandemics,
Topic,WB_2168_EDUCATIONAL_EQUITY,Educational Equity,
Topic,WB_2169_LONG-TERM_CARE_FINANCING,Long-Term Care Financing,
Topic,WB_2170_LONG-TERM_CARE_DELIVERY,Long-Term Care Delivery,
Topic,WB_2171_NURSING_HOMES,Nursing Homes,
Topic,WB_2172_MICRONUTRIENTS,Micronutrients,
Topic,WB_2173_EDUCATION_PUBLIC_EXPENDITURE_TRACKING_SURVEY,Education Public Expenditure Tracking Survey,
Topic,WB_2174_RETURNS_TO_EDUCATION,Returns to Education,
Topic,WB_2175_EDUCATION_AND_ECONOMIC_GROWTH,Education and Economic Growth,
Topic,WB_2176_EDUCATION_AND_THE_KNOWLEDGE_ECONOMY,Education and the Knowledge Economy,
Topic,WB_2177_DUAL_TRAINING,Dual Training,
Topic,WB_2179_COMMERCIAL_AGRICULTURE,Commercial Agriculture,
Topic,WB_2180_MUTUAL_FUNDS,Mutual Funds,
Topic,WB_2181_HEALTH_BASKET_FINANCE,Health Basket Finance,
Topic,WB_2182_MORTGAGE_MARKET_REGULATION_AND_SUPERVISION,Mortgage Market Regulation and Supervision,
Topic,WB_2183_HOUSING_MORTGAGE_FINANCE_PRODUCTS,Housing Mortgage Finance Products,
Topic,WB_2184_HOUSING_FINANCE_FOR_THE_POOR,Housing Finance for the Poor,
Topic,WB_2185_MICRO_HOUSING_FINANCE,Micro Housing Finance,
Topic,WB_2186_SOCIAL_HOUSING,Social Housing,
Topic,WB_2187_RENTAL_HOUSING,Rental Housing,
Topic,WB_2188_AFFORDABLE_HOUSING_SUPPLY,Affordable Housing Supply,
Topic,WB_2189_NATIONAL_AGRICULTURAL_INSURANCE,National Agricultural Insurance,
Topic,WB_2191_OECD/IOPS_STANDARDS_FOR_PENSIONS_REGULATION_AND_SUPERVISION,OECD/IOPS Standards for Pensions Regulation and Supervision,
Topic,WB_2192_PENSION_FUNDS_RISK-BASED_SUPERVISION,Pension Funds Risk-Based Supervision,
Topic,WB_2193_MULTI-PILLAR_PENSION_SYSTEMS,Multi-Pillar Pension Systems,
Topic,WB_2194_ANIMAL_WELFARE,Animal Welfare,
Topic,WB_2195_PUBLIC_SECTOR_ENVIROMENTAL_IMPACT_ASSESSMENT,Public Sector Enviromental Impact Assessment,
Topic,WB_2196_FINANCIAL_INTERMEDIARIES,Financial Intermediaries,
Topic,WB_2197_ENVIRONMENTAL_ENGINEERING,Environmental Engineering,
Topic,WB_2198_CHEMICAL_ENGINEERING,Chemical Engineering,
Topic,WB_2199_SANITATION_ENGINEERING,Sanitation Engineering,
Topic,WB_2200_PUBLIC_SECTOR_CUMULATIVE_IMPACT_ASSESSMENT,Public Sector Cumulative Impact Assessment,
Topic,WB_2201_FIRE_OCCUPATIONAL_SAFETY,Fire Occupational Safety,
Topic,WB_2202_PUBLIC_SECTOR_SOCIAL_IMPACT_ASSESSMENT,Public Sector Social Impact Assessment,
Topic,WB_2203_HUMAN_RIGHTS,Human Rights,
Topic,WB_2204_IN-MIGRATION,In-Migration,
Topic,WB_2205_ENVIRONMENTAL_AND_SOCIAL_CATEGORIZATION,Environmental and Social Categorization,
Topic,WB_2206_PUBLIC-PRIVATE_PARTNERSHIPS,Public-Private Partnerships,
Topic,WB_2207_THEMATIC-BASED_PPPS,Thematic-based PPPs,
Topic,WB_2208_PPP_POLICY_AND_STRATEGY,PPP Policy and Strategy,
Topic,WB_2209_PPP_VALUE_DRIVERS,PPP Value Drivers,
Topic,WB_2210_PPP_STRATEGY,PPP Strategy,
Topic,WB_2211_PPP_POLICY,PPP Policy,
Topic,WB_2212_PPP_PROJECT_SELECTION,PPP Project Selection,
Topic,WB_2213_PPP_PROJECT_IDENTIFICATION,PPP Project Identification,
Topic,WB_2214_PPP_PIPELINE,PPP Pipeline,
Topic,WB_2215_PPP_PILOT_PROJECTS,PPP Pilot Projects,
Topic,WB_2216_PRIVATE_PROPOSALS,Private Proposals,
Topic,WB_2217_PPP_PROJECT_ASSESSMENT,PPP Project Assessment,
Topic,WB_2218_PPP_PROJECT_DEVELOPMENT,PPP Project Development,
Topic,WB_2219_PPP_ECONOMIC_ASSESSMENT,PPP Economic Assessment,
Topic,WB_2220_PPP_VALUE_FOR_MONEY,PPP Value for Money,
Topic,WB_2221_PPP_AFFORDABILITY,PPP Affordability,
Topic,WB_2222_PPP_PROJECT_PRIORITIZATION,PPP Project Prioritization,
Topic,WB_2223_PPP_PROJECT_APPROVAL,PPP Project Approval,
Topic,WB_2224_PPP_PROCUREMENT,PPP Procurement,
Topic,WB_2225_PPP_TENDER_PREPARATION,PPP Tender Preparation,
Topic,WB_2226_PPP_PRE-QUALIFICATION,PPP Pre-Qualification,
Topic,WB_2227_PPP_TENDER_RULES,PPP Tender Rules,
Topic,WB_2228_PPP_CONTRACT_DESIGN,PPP Contract Design,
Topic,WB_2229_PPP_TENDER_PHASES,PPP Tender Phases,
Topic,WB_2230_PPP_SELECTION_CRITERIA,PPP Selection Criteria,
Topic,WB_2231_PPP_NEGOTIATION,PPP Negotiation,
Topic,WB_2232_PPP_OUTPUT_SPECIFICATIONS,PPP Output Specifications,
Topic,WB_2233_PPP_PERFORMANCE_INDICATORS,PPP Performance Indicators,
Topic,WB_2234_PPP_PERFORMANCE_REQUIREMENTS,PPP Performance Requirements,
Topic,WB_2235_PPP_REWARDS_AND_PENALTIES,PPP Rewards and Penalties,
Topic,WB_2236_PPP_PAYMENT_SCHEMES,PPP Payment Schemes,
Topic,WB_2237_PPP_USER_FEES,PPP User Fees,
Topic,WB_2238_PPP_AVAILABILITY_PAYMENTS,PPP Availability Payments,
Topic,WB_2239_PPP_PROCUREMENT_GOVERNANCE,PPP Procurement Governance,
Topic,WB_2240_PPP_CONTRACT_MANAGEMENT,PPP Contract Management,
Topic,WB_2241_PPP_CONTRACT_MANAGEMENT_TEAMS,PPP Contract Management Teams,
Topic,WB_2242_PPP_MONITORING,PPP Monitoring,
Topic,WB_2243_PPP_BENCHMARKING,PPP Benchmarking,
Topic,WB_2244_PPP_REGULATION,PPP Regulation,
Topic,WB_2245_PPP_CONFLICT_RESOLUTION,PPP Conflict Resolution,
Topic,WB_2246_PPP_RENEGOTIATION,PPP Renegotiation,
Topic,WB_2247_PPP_CONTRACT_TERMINATION,PPP Contract Termination,
Topic,WB_2248_PPP_FISCAL_MANAGEMENT,PPP Fiscal Management,
Topic,WB_2249_PPP_ACCOUNTING_AND_REPORTING,PPP Accounting and Reporting,
Topic,WB_2250_PPP_CONTINGENT_LIABILITIES,PPP Contingent Liabilities,
Topic,WB_2251_PPP_DEMAND_GUARANTEES,PPP Demand Guarantees,
Topic,WB_2252_PPP_CREDIT_GUARANTEES,PPP Credit Guarantees,
Topic,WB_2253_PPP_REVENUE_GUARANTEES,PPP Revenue Guarantees,
Topic,WB_2254_PPP_IMPLICIT_LIABILITIES,PPP Implicit Liabilities,
Topic,WB_2255_PPP_FISCAL_RISK_MANAGEMENT,PPP Fiscal Risk Management,
Topic,WB_2256_PPP_GOVERNANCE_AND_INSTITUTIONS,PPP Governance and Institutions,
Topic,WB_2257_PPP_LEGAL_FRAMEWORK,PPP Legal Framework,
Topic,WB_2258_PPP_DISCLOSURE_AND_TRANSPARENCY,PPP Disclosure and Transparency,
Topic,WB_2259_PPPS_AND_SUPREME_AUDITING_INSTITUTIONS,PPPs and Supreme Auditing Institutions,
Topic,WB_2260_PRIVATE_SECTOR_DEVELOPMENT_FOR_PPP,Private Sector Development for PPP,
Topic,WB_2261_PPP_RAPID_ASSESSMENT,PPP Rapid Assessment,
Topic,WB_2262_PPP_FINANCE,PPP Finance,
Topic,WB_2263_PPP_PROJECT_FINANCE,PPP Project Finance,
Topic,WB_2264_PPP_CORPORATE_FINANCE,PPP Corporate Finance,
Topic,WB_2265_PPP_FINANCE_MULTILATERAL_SUPPORT,PPP Finance Multilateral Support,
Topic,WB_2266_PPP_OPERATION,PPP Operation,
Topic,WB_2267_PUBLIC_SECTOR_M&AMP;E_TOOLS_AND_METHODS,Public Sector M&amp;E Tools and Methods,
Topic,WB_2268_PUBLIC_SECTOR_M&AMP;E_STANDARDS,Public Sector M&amp;E Standards,
Topic,WB_2269_PUBLIC_SECTOR_M&AMP;E_TRANSPARENCY,Public Sector M&amp;E Transparency,
Topic,WB_2270_PUBLIC_SECTOR_M&AMP;E_RESPONSE,Public Sector M&amp;E Response,
Topic,WB_2271_PUBLIC_SECTOR_M&AMP;E_IMPACT,Public Sector M&amp;E Impact,
Topic,WB_2272_PUBLIC_SECTOR_M&AMP;E_FRAUD_AND_CORRUPTION,Public Sector M&amp;E Fraud and Corruption,
Topic,WB_2273_UPSTREAM_OIL_AND_GAS,Upstream Oil and Gas,
Topic,WB_2274_NATURAL_RESOURCES_REVENUE_COLLECTION,Natural Resources Revenue Collection,
Topic,WB_2275_NATURAL_RESOURCES_REVENUE_MANAGEMENT,Natural Resources Revenue Management,
Topic,WB_2276_SAFEGUARDS_FOR_MINING,Safeguards for Mining,
Topic,WB_2277_INDEPENDENT_POWER_PROJECTS,Independent Power Projects,
Topic,WB_2278_TRANSMISSION_AND_DISTRIBUTION_CONCESSIONS,Transmission and Distribution Concessions,
Topic,WB_2279_ENERGY_RESOURCE_MOBILIZATION,Energy Resource Mobilization,
Topic,WB_2280_ENERGY_RISK_MITIGATION,Energy Risk Mitigation,
Topic,WB_2281_EXTRACTIVE_INDUSTRIES_TRANSPARENCY_INITIATIVE,Extractive Industries Transparency Initiative,
Topic,WB_2283_OIL_AND_GAS_INSTITUTIONAL_FRAMEWORKS,Oil and Gas Institutional Frameworks,
Topic,WB_2284_OIL_AND_GAS_CAPACITY_BUILDING,Oil and Gas Capacity Building,
Topic,WB_2286_GEOLOGICAL_SURVEY,Geological Survey,
Topic,WB_2287_LAND_USE_LAWS,Land Use Laws,
Topic,WB_2288_LAND_ACQUISITION_LAWS,Land Acquisition Laws,
Topic,WB_2289_OIL_AND_GAS_REFINING,Oil and Gas Refining,
Topic,WB_2290_OIL_AND_GAS_EXPORT,Oil and Gas Export,
Topic,WB_2291_OIL_AND_GAS_DISTRIBUTION,Oil and Gas Distribution,
Topic,WB_2292_OIL_AND_GAS_PRODUCTION_SHARING,Oil and Gas Production Sharing,
Topic,WB_2293_COST_OIL,Cost Oil,
Topic,WB_2294_PROFIT_OIL,Profit Oil,
Topic,WB_2295_EXTRACTIVES_BENEFITS_SHARING,Extractives Benefits Sharing,
Topic,WB_2297_COMMUNITY_DEVELOPMENT_FUNDS,Community Development Funds,
Topic,WB_2298_OIL_AND_GAS_REFINERIES,Oil and Gas Refineries,
Topic,WB_2300_EXPLORATORY_DRILLING,Exploratory Drilling,
Topic,WB_2301_PRODUCTION_WELLS,Production Wells,
Topic,WB_2302_ONSHORE_OIL_AND_GAS_PRODUCTION,Onshore Oil and Gas Production,
Topic,WB_2303_FRACKING,Fracking,
Topic,WB_2304_OFFSHORE_OIL_AND_GAS_PRODUCTION,Offshore Oil and Gas Production,
Topic,WB_2305_SECTOR_SOCIAL_AND_ENVIRONMENTAL_ASSESSMENT,Sector Social and Environmental Assessment,
Topic,WB_2306_ENVIRONMENTAL_IMPACT_ASSESSMENT,Environmental Impact Assessment,
Topic,WB_2307_ENVIRONMENTAL_MANAGEMENT_AND_MITIGATION_PLANS,Environmental Management and Mitigation Plans,
Topic,WB_2308_MINE_CLOSURE_REGULATION,Mine Closure Regulation,
Topic,WB_2309_MINE_CLOSURE_FUNDING_ASSURANCE,Mine Closure Funding Assurance,
Topic,WB_2313_ARTISANAL_AND_SMALL-SCALE_MINING_SECURITY_OF_TENURE,Artisanal and Small-Scale Mining Security of Tenure,
Topic,WB_2314_ARTISANAL_AND_SMALL-SCALE_MINING_COMMUNITIES,Artisanal and Small-Scale Mining Communities,
Topic,WB_2315_STATE_MINING_ENTERPRISES,State Mining Enterprises,
Topic,WB_2316_CONFLICT_MINERALS,Conflict Minerals,
Topic,WB_2317_CONFLICT_MINERALS_SUPPLY_CHAIN_INTEGRITY,Conflict Minerals Supply Chain Integrity,
Topic,WB_2318_CONFLICT_MINERALS_CERTIFICATION,Conflict Minerals Certification,
Topic,WB_2319_MINING_INSTITUTIONAL_FRAMEWORKS,Mining Institutional Frameworks,
Topic,WB_2320_MINING_CAPACITY_BUILDING,Mining Capacity Building,
Topic,WB_2323_MINING_REGULATION,Mining Regulation,
Topic,WB_2324_MINING_LICENSING_AND_REGISTRATION,Mining Licensing and Registration,
Topic,WB_2325_MINING_TECHNICAL_TRAINING,Mining Technical Training,
Topic,WB_2326_MINING_HEALTH_AND_SAFETY,Mining Health and Safety,
Topic,WB_2328_REGIONAL_GEOLOGICAL_MAPPING,Regional Geological Mapping,
Topic,WB_2329_ACCESS_AND_CONNECTIVITY,Access and Connectivity,
Topic,WB_2330_FIXED_LOCAL_ACCESS,Fixed Local Access,
Topic,WB_2331_MOBILE_LOCAL_ACCESS,Mobile Local Access,
Topic,WB_2332_BACKBONE_TELECOMMUNICATIONS_INFRASTRUCTURE_DEVELOPMENT,Backbone Telecommunications Infrastructure Development,
Topic,WB_2333_BULK_TELECOMMUNICATIONS,Bulk Telecommunications,
Topic,WB_2334_UNIVERSAL_SERVICE_FUND,Universal Service Fund,
Topic,WB_2335_LAST_MILE_CONNECTIVITY,Last Mile Connectivity,
Topic,WB_2336_VOICE_OVER_IP,Voice Over IP,
Topic,WB_2337_RURAL_CONNECTIVITY,Rural Connectivity,
Topic,WB_2338_TELECOMMUNICATIONS_SECTOR_COMPETITION,Telecommunications Sector Competition,
Topic,WB_2339_TELECOMMUNICATIONS_INDEPENDENT_REGULATORY_AUTHORITIES,Telecommunications Independent Regulatory Authorities,
Topic,WB_2340_TELECOMMUNICATIONS_SPECTRUM_MANAGEMENT,Telecommunications Spectrum Management,
Topic,WB_2341_TELECOMMUNICATIONS_TARIFFS,Telecommunications Tariffs,
Topic,WB_2342_TELECOMMUNICATIONS_NATIONAL_POLICY,Telecommunications National Policy,
Topic,WB_2343_TELECOMMUNICATIONS_STATE_OWNED_ENTERPRISES,Telecommunications State Owned Enterprises,
Topic,WB_2344_ICT_STRATEGY,ICT Strategy,
Topic,WB_2345_DIGITAL_ECONOMY_STRATEGY,Digital Economy Strategy,
Topic,WB_2346_E-COMMERCE_LEGISLATION,E-Commerce Legislation,
Topic,WB_2347_OPEN_SOURCE_LICENSING,Open Source Licensing,
Topic,WB_2348_COPYLEFT_LICENSING,Copyleft Licensing,
Topic,WB_2349_CREATIVE_COMMONS_LICENSING,Creative Commons Licensing,
Topic,WB_2350_ICT_INNOVATION_POLICY,ICT Innovation Policy,
Topic,WB_2352_OPEN_SOURCE_POLICY,Open Source Policy,
Topic,WB_2353_FUTURE_INTERNET_POLICY,Future Internet Policy,
Topic,WB_2354_ICT_MONITORING_AND_RESULTS,ICT Monitoring and Results,
Topic,WB_2355_ICT_DATA_MONITORING,ICT Data Monitoring,
Topic,WB_2356_ICT_STATISTICAL_CAPACITY_BUILDING,ICT Statistical Capacity Building,
Topic,WB_2357_ICT_SECTOR_STRATEGY_RESULTS_FRAMEWORK,ICT Sector Strategy Results Framework,
Topic,WB_2358_E-GOVERNMENT,e-Government,
Topic,WB_2359_PPP_IN_ICT,PPP in ICT,
Topic,WB_2361_MICROMAPPING,Micromapping,
Topic,WB_2362_COMMUNITY_MAPPING,Community Mapping,
Topic,WB_2363_MOBILE_APPLICATIONS,Mobile Applications,
Topic,WB_2364_E-COMMERCE_APPLICATIONS,E-Commerce Applications,
Topic,WB_2365_E-GOVERNMENT_APPLICATIONS,e-Government Applications,
Topic,WB_2366_SPATIAL_DATA_INFRASTRUCTURE,Spatial Data Infrastructure,
Topic,WB_2368_SMART_NETWORKS,Smart Networks,
Topic,WB_2369_DATA_PRIVACY,Data Privacy,
Topic,WB_2370_DATA_SECURITY,Data Security,
Topic,WB_2371_ENCRYPTION,Encryption,
Topic,WB_2372_AUTHENTICATION_AND_AUTHORIZATION,Authentication and Authorization,
Topic,WB_2373_INFORMATION_AUDITING_AND_COMPLIANCE,Information Auditing and Compliance,
Topic,WB_2374_IT_RISK_MANAGEMENT,IT Risk Management,
Topic,WB_2375_ICT_METHODS_AND_PROCEDURES,ICT Methods and Procedures,
Topic,WB_2376_DISTRIBUTED_ARCHITECTURE,Distributed Architecture,
Topic,WB_2377_TECHNOLOGY_ARCHITECTURE,Technology Architecture,
Topic,WB_2378_SECURITY_ARCHITECTURE,Security Architecture,
Topic,WB_2379_SOLUTION_ARCHITECTURE,Solution Architecture,
Topic,WB_2381_SOFTWARE_DEVELOPMENT,Software Development,
Topic,WB_2382_AGILE_SOFTWARE_DEVELOPMENT,Agile Software Development,
Topic,WB_2383_ICT_SYSTEM_INTEGRATION,ICT System Integration,
Topic,WB_2384_APPLICATION_PROGRAMMING_INTERFACES,Application Programming Interfaces,
Topic,WB_2385_DATA_CATALOGUES,Data Catalogues,
Topic,WB_2386_BROADCASTING_POLICY_AND_STRATEGY,Broadcasting Policy and Strategy,
Topic,WB_2387_BROADCASTING_INDUSTRY_AND_MARKETS,Broadcasting Industry and Markets,
Topic,WB_2388_CABLE_BROADCASTING,Cable Broadcasting,
Topic,WB_2389_RADIO_BROADCASTING,Radio Broadcasting,
Topic,WB_2390_TELEVISION_BROADCASTING,Television Broadcasting,
Topic,WB_2391_WEB_BROADCASTING,Web Broadcasting,
Topic,WB_2392_POSTAL_CAPACITY_BUILDING,Postal Capacity Building,
Topic,WB_2393_POSTAL_EXPRESS,Postal Express,
Topic,WB_2394_POSTAL_FINANCIAL_SERVICES_AND_REMITTANCES,Postal Financial Services and Remittances,
Topic,WB_2395_POSTAL_ESERVICES,Postal eServices,
